Wavelength,Intensity
2.571998760421520274e+02,2.947999572753906250e+02
2.576807076013981259e+02,2.795999755859375000e+02
2.581616502272069056e+02,2.789998779296875000e+02
2.586427039195784232e+02,2.363998260498046875e+02
2.591238686785127356e+02,2.257998962402343750e+02
2.596051445040097292e+02,2.107998809814453125e+02
2.600865313960694039e+02,2.083998565673828125e+02
2.605680293546918733e+02,2.125998840332031250e+02
2.610496383798770808e+02,2.083999633789062500e+02
2.615313584716249693e+02,2.327998962402343750e+02
2.620131896299355958e+02,2.419999389648437500e+02
2.624951318548089603e+02,2.250000152587890625e+02
2.629771851462450627e+02,2.056000366210937500e+02
2.634593495042439031e+02,2.076000366210937500e+02
2.639416249288054246e+02,2.284000854492187500e+02
2.644240114199296841e+02,2.231999969482421875e+02
2.649065089776167383e+02,1.840000305175781250e+02
2.653891176018664737e+02,1.726000366210937500e+02
2.658718372926788902e+02,1.670000457763671875e+02
2.663546680500541015e+02,1.482000427246093750e+02
2.668376098739920508e+02,1.536000213623046875e+02
2.673206627644926812e+02,1.865999603271484375e+02
2.678038267215560495e+02,1.973999176025390625e+02
2.682871017451821558e+02,1.997999725341796875e+02
2.687704878353710001e+02,1.945999755859375000e+02
2.692539849921225823e+02,2.003999481201171875e+02
2.697375932154368456e+02,1.941999206542968750e+02
2.702213125053139038e+02,1.841999511718750000e+02
2.707051428617536430e+02,1.971999816894531250e+02
2.711890842847561203e+02,2.169999847412109375e+02
2.716731367743213355e+02,2.170000000000000000e+02
2.721573003304492886e+02,2.073999938964843750e+02
2.726415749531399229e+02,2.171999511718750000e+02
2.731259606423932951e+02,2.111999053955078125e+02
2.736104573982094621e+02,1.999999542236328125e+02
2.740950652205883102e+02,1.891999053955078125e+02
2.745797841095298963e+02,1.779999237060546875e+02
2.750646140650341636e+02,1.823999328613281250e+02
2.755495550871012256e+02,1.783999328613281250e+02
2.760346071757309687e+02,1.875999450683593750e+02
2.765197703309234498e+02,1.947999420166015625e+02
2.770050445526787257e+02,1.893999481201171875e+02
2.774904298409966259e+02,1.929999084472656250e+02
2.779759261958773209e+02,2.073999023437500000e+02
2.784615336173207538e+02,2.069999084472656250e+02
2.789472521053268679e+02,2.159999237060546875e+02
2.794330816598957199e+02,2.073999938964843750e+02
2.799190222810273099e+02,2.177999877929687500e+02
2.804050739687216378e+02,2.023999633789062500e+02
2.808912367229787037e+02,1.983999328613281250e+02
2.813775105437985076e+02,1.957999572753906250e+02
2.818638954311809925e+02,1.837999572753906250e+02
2.823503913851262155e+02,1.630000000000000000e+02
2.828369984056341764e+02,1.592000122070312500e+02
2.833237164927048752e+02,1.667999572753906250e+02
2.838105456463383121e+02,1.651999511718750000e+02
2.842974858665344868e+02,1.641998901367187500e+02
2.847845371532933427e+02,1.687998962402343750e+02
2.852716995066149366e+02,1.915998840332031250e+02
2.857589729264992684e+02,1.851999511718750000e+02
2.862463574129463382e+02,1.817999877929687500e+02
2.867338529659561459e+02,1.737999877929687500e+02
2.872214595855286916e+02,1.651999359130859375e+02
2.877091772716639184e+02,1.691999816894531250e+02
2.881970060243619400e+02,1.971999206542968750e+02
2.886849458436226428e+02,1.843999176025390625e+02
2.891729967294460835e+02,1.871999053955078125e+02
2.896611586818322053e+02,1.903999176025390625e+02
2.901494317007811219e+02,1.793999176025390625e+02
2.906378157862927196e+02,1.743999176025390625e+02
2.911263109383671122e+02,1.769999237060546875e+02
2.916149171570041858e+02,2.091999359130859375e+02
2.921036344422039974e+02,2.005999450683593750e+02
2.925924627939665470e+02,1.931999511718750000e+02
2.930814022122917777e+02,2.061998748779296875e+02
2.935704526971798032e+02,1.859999847412109375e+02
2.940596142486305098e+02,1.721999969482421875e+02
2.945488868666439544e+02,1.536000213623046875e+02
2.950382705512201369e+02,1.514000396728515625e+02
2.955277653023590574e+02,1.507999725341796875e+02
2.960173711200607158e+02,1.523999786376953125e+02
2.965070880043250554e+02,1.421999816894531250e+02
2.969969159551521329e+02,1.537999725341796875e+02
2.974868549725420053e+02,1.531999816894531250e+02
2.979769050564945019e+02,1.310000152587890625e+02
2.984670662070097933e+02,1.328000030517578125e+02
2.989573384240878227e+02,1.421999816894531250e+02
2.994477217077285331e+02,1.769999542236328125e+02
2.999382160579320384e+02,1.575999603271484375e+02
3.004288214746982248e+02,1.619999694824218750e+02
3.009195379580271492e+02,1.725999603271484375e+02
3.014103655079188115e+02,1.571999816894531250e+02
3.019013041243731550e+02,1.483999786376953125e+02
3.023923538073902932e+02,1.492000122070312500e+02
3.028835145569701126e+02,1.396000061035156250e+02
3.033747863731126699e+02,1.478000335693359375e+02
3.038661692558179652e+02,1.438000030517578125e+02
3.043576632050859985e+02,1.437999725341796875e+02
3.048492682209167697e+02,1.455999755859375000e+02
3.053409843033102220e+02,1.379999694824218750e+02
3.058328114522664691e+02,1.328000183105468750e+02
3.063247496677853974e+02,1.400000000000000000e+02
3.068167989498670636e+02,1.530000000000000000e+02
3.073089592985114678e+02,1.573999786376953125e+02
3.078012307137186099e+02,1.610000000000000000e+02
3.082936131954884331e+02,1.637999877929687500e+02
3.087861067438209943e+02,1.651999664306640625e+02
3.092787113587163503e+02,1.633999481201171875e+02
3.097714270401743875e+02,1.579999542236328125e+02
3.102642537881951057e+02,1.677999420166015625e+02
3.107571916027786187e+02,1.823999328613281250e+02
3.112502404839248697e+02,1.961999816894531250e+02
3.117434004316338019e+02,1.556000823974609375e+02
3.122366714459054720e+02,1.758000488281250000e+02
3.127300535267398800e+02,1.850000457763671875e+02
3.132235466741370260e+02,1.548000640869140625e+02
3.137171508880969100e+02,1.346000518798828125e+02
3.142108661686195319e+02,1.392000579833984375e+02
3.147046925157048349e+02,1.371999816894531250e+02
3.151986299293528759e+02,1.457999877929687500e+02
3.156926784095636549e+02,1.438000030517578125e+02
3.161868379563371718e+02,1.400000000000000000e+02
3.166811085696734267e+02,1.413999938964843750e+02
3.171754902495723627e+02,1.250000457763671875e+02
3.176699829960340935e+02,1.226000366210937500e+02
3.181645868090585054e+02,1.320000610351562500e+02
3.186593016886456553e+02,1.424000549316406250e+02
3.191541276347955431e+02,1.476000366210937500e+02
3.196490646475081689e+02,1.423999328613281250e+02
3.201441127267834759e+02,1.331999816894531250e+02
3.206392718726215776e+02,1.336000061035156250e+02
3.211345420850223604e+02,1.290000000000000000e+02
3.216299233639858812e+02,1.312000122070312500e+02
3.221254157095121400e+02,1.284000244140625000e+02
3.226210191216011367e+02,1.256000595092773438e+02
3.231167336002528145e+02,1.481999664306640625e+02
3.236125591454672872e+02,1.354000244140625000e+02
3.241084957572444409e+02,1.250000686645507812e+02
3.246045434355843327e+02,1.254000701904296875e+02
3.251007021804869623e+02,1.216000595092773438e+02
3.255969719919523300e+02,1.196000289916992188e+02
3.260933528699803787e+02,1.112000198364257812e+02
3.265898448145712223e+02,1.102000198364257812e+02
3.270864478257247470e+02,1.418000488281250000e+02
3.275831619034410096e+02,1.483999786376953125e+02
3.280799870477200102e+02,1.401999816894531250e+02
3.285769232585617488e+02,1.423999633789062500e+02
3.290739705359661684e+02,1.324000244140625000e+02
3.295711288799333829e+02,1.484000091552734375e+02
3.300683982904632785e+02,1.655999298095703125e+02
3.305657787675559121e+02,1.583999481201171875e+02
3.310632703112112836e+02,1.476000213623046875e+02
3.315608729214293930e+02,1.607999725341796875e+02
3.320585865982102405e+02,1.445999908447265625e+02
3.325564113415537690e+02,1.432000122070312500e+02
3.330543471514600924e+02,1.502000122070312500e+02
3.335523940279290969e+02,1.667999114990234375e+02
3.340505519709607825e+02,1.799999084472656250e+02
3.345488209805552628e+02,1.659999389648437500e+02
3.350472010567124812e+02,1.551999969482421875e+02
3.355456921994324375e+02,1.661999969482421875e+02
3.360442944087150750e+02,1.531999359130859375e+02
3.365430076845604503e+02,1.236000595092773438e+02
3.370418320269685637e+02,1.192000732421875000e+02
3.375407674359394150e+02,1.200000534057617188e+02
3.380398139114729474e+02,1.340000152587890625e+02
3.385389714535692747e+02,1.365999908447265625e+02
3.390382400622282830e+02,1.485999450683593750e+02
3.395376197374500293e+02,1.723999328613281250e+02
3.400371104792345136e+02,1.595998992919921875e+02
3.405367122875817358e+02,1.501999816894531250e+02
3.410364251624916960e+02,1.371999969482421875e+02
3.415362491039643373e+02,1.517999725341796875e+02
3.420361841119997734e+02,1.800000152587890625e+02
3.425362301865978907e+02,2.019999542236328125e+02
3.430363873277587459e+02,1.793999938964843750e+02
3.435366555354822822e+02,1.799999694824218750e+02
3.440370348097686133e+02,1.584000549316406250e+02
3.445375251506176824e+02,1.470001068115234375e+02
3.450381265580294325e+02,1.440000610351562500e+02
3.455388390320039207e+02,1.378000793457031250e+02
3.460396625725411468e+02,1.376000671386718750e+02
3.465405971796411109e+02,1.431999664306640625e+02
3.470416428533038129e+02,1.749999847412109375e+02
3.475427995935292529e+02,1.719999542236328125e+02
3.480440674003173740e+02,1.619999389648437500e+02
3.485454462736682331e+02,1.525999298095703125e+02
3.490469362135818301e+02,1.611999359130859375e+02
3.495485372200581651e+02,1.735998840332031250e+02
3.500502492930971812e+02,1.787998962402343750e+02
3.505520724326989921e+02,1.823999023437500000e+02
3.510540066388634841e+02,1.805999145507812500e+02
3.515560519115907709e+02,1.665998687744140625e+02
3.520582082508807389e+02,1.693999481201171875e+02
3.525604756567333880e+02,1.797999420166015625e+02
3.530628541291488318e+02,1.749999694824218750e+02
3.535653436681270136e+02,1.649999542236328125e+02
3.540679442736678766e+02,1.721999359130859375e+02
3.545706559457714775e+02,1.775999450683593750e+02
3.550734786844378732e+02,1.965999450683593750e+02
3.555764124896668932e+02,1.649999847412109375e+02
3.560794573614587080e+02,1.629999694824218750e+02
3.565826132998132607e+02,1.497999725341796875e+02
3.570858803047304946e+02,1.385999755859375000e+02
3.575892583762104664e+02,1.324000091552734375e+02
3.580927475142531762e+02,1.581998901367187500e+02
3.585963477188586239e+02,1.717998657226562500e+02
3.591000589900268096e+02,1.773998870849609375e+02
3.596038813277576764e+02,1.689999542236328125e+02
3.601078147320513381e+02,1.765998840332031250e+02
3.606118592029076808e+02,1.723998718261718750e+02
3.611160147403267615e+02,1.545999450683593750e+02
3.616202813443085802e+02,1.635999450683593750e+02
3.621246590148531368e+02,1.683999633789062500e+02
3.626291477519604314e+02,1.847999572753906250e+02
3.631337475556304071e+02,1.941999816894531250e+02
3.636384584258631207e+02,1.811999511718750000e+02
3.641432803626585724e+02,1.769999237060546875e+02
3.646482133660167619e+02,1.729998779296875000e+02
3.651532574359376895e+02,1.429999084472656250e+02
3.656584125724212981e+02,1.387999572753906250e+02
3.661636787754677016e+02,1.435998535156250000e+02
3.666690560450767862e+02,1.329999542236328125e+02
3.671745443812486087e+02,1.397999420166015625e+02
3.676801437839831692e+02,1.611999969482421875e+02
3.681858542532804677e+02,1.565999603271484375e+02
3.686916757891405041e+02,1.578000183105468750e+02
3.691976083915632216e+02,1.264000244140625000e+02
3.697036520605486771e+02,9.480004882812500000e+01
3.702098067960968706e+02,9.120005798339843750e+01
3.707160725982078020e+02,1.042000350952148438e+02
3.712224494668814714e+02,1.367999725341796875e+02
3.717289374021178787e+02,1.218000259399414062e+02
3.722355364039169672e+02,1.162000274658203125e+02
3.727422464722787936e+02,1.383999481201171875e+02
3.732490676072034148e+02,1.267999801635742188e+02
3.737559998086907171e+02,1.147999572753906250e+02
3.742630430767407006e+02,1.237999343872070312e+02
3.747701974113534789e+02,1.303999633789062500e+02
3.752774628125289382e+02,1.515998687744140625e+02
3.757848392802671924e+02,1.335999908447265625e+02
3.762923268145681277e+02,1.256000137329101562e+02
3.767999254154318010e+02,1.291999969482421875e+02
3.773076350828581553e+02,1.225999984741210938e+02
3.778154558168473045e+02,1.228000030517578125e+02
3.783233876173991916e+02,1.184000015258789062e+02
3.788314304845137599e+02,1.134000244140625000e+02
3.793395844181910661e+02,1.323999938964843750e+02
3.798478494184311103e+02,1.333999786376953125e+02
3.803562254852338924e+02,1.211999969482421875e+02
3.808647126185993557e+02,1.307999725341796875e+02
3.813733108185276137e+02,1.176000213623046875e+02
3.818820200850185529e+02,1.270000076293945312e+02
3.823908404180722300e+02,1.483999786376953125e+02
3.828997718176887020e+02,1.519999542236328125e+02
3.834088142838678550e+02,1.439999847412109375e+02
3.839179678166096892e+02,1.092000427246093750e+02
3.844272324159143182e+02,1.086000518798828125e+02
3.849366080817816282e+02,1.120000305175781250e+02
3.854460948142116763e+02,1.150000228881835938e+02
3.859556926132044623e+02,1.264000167846679688e+02
3.864654014787599863e+02,1.376000061035156250e+02
3.869752214108782482e+02,1.471999969482421875e+02
3.874851524095591913e+02,1.561999511718750000e+02
3.879951944748029291e+02,1.567999725341796875e+02
3.885053476066093481e+02,1.511999664306640625e+02
3.890156118049785050e+02,1.420000000000000000e+02
3.895259870699103431e+02,1.424000091552734375e+02
3.900364734014050327e+02,1.413999938964843750e+02
3.905470707994623467e+02,1.378000488281250000e+02
3.910577792640823986e+02,1.464000396728515625e+02
3.915685987952651885e+02,1.646000061035156250e+02
3.920795293930107164e+02,1.511999359130859375e+02
3.925905710573190390e+02,1.547999572753906250e+02
3.931017237881899860e+02,1.503999481201171875e+02
3.936129875856237277e+02,1.306000366210937500e+02
3.941243624496201505e+02,1.142000122070312500e+02
3.946358483801793113e+02,1.242000198364257812e+02
3.951474453773012101e+02,1.350000305175781250e+02
3.956591534409858468e+02,1.526000213623046875e+02
3.961709725712332215e+02,1.382000274658203125e+02
3.966829027680432773e+02,1.338000335693359375e+02
3.971949440314160711e+02,1.432000427246093750e+02
3.977070963613516597e+02,1.532000427246093750e+02
3.982193597578499293e+02,1.431999664306640625e+02
3.987317342209109370e+02,1.461999664306640625e+02
3.992442197505346257e+02,1.495999603271484375e+02
3.997568163467211662e+02,1.617999725341796875e+02
4.002695240094702740e+02,1.762000427246093750e+02
4.007823427387822335e+02,1.722001037597656250e+02
4.012952725346568741e+02,1.794000549316406250e+02
4.018083133970942527e+02,1.724001007080078125e+02
4.023214653260943123e+02,1.644000549316406250e+02
4.028347283216571668e+02,1.448000030517578125e+02
4.033481023837827024e+02,1.325999908447265625e+02
4.038615875124710328e+02,1.463999938964843750e+02
4.043751837077220443e+02,1.519999237060546875e+02
4.048888909695357938e+02,1.429999389648437500e+02
4.054027092979122244e+02,1.423999786376953125e+02
4.059166386928514498e+02,1.244000396728515625e+02
4.064306791543533564e+02,1.240000457763671875e+02
4.069448306824180577e+02,1.310000457763671875e+02
4.074590932770454401e+02,1.381999969482421875e+02
4.079734669382355605e+02,1.684000244140625000e+02
4.084879516659883620e+02,1.432000427246093750e+02
4.090025474603039584e+02,1.450000000000000000e+02
4.095172543211822358e+02,1.498000183105468750e+02
4.100320722486233080e+02,1.533999938964843750e+02
4.105470012426270614e+02,1.642000274658203125e+02
4.110620413031935527e+02,1.601999969482421875e+02
4.115771924303227252e+02,1.499999694824218750e+02
4.120924546240147492e+02,1.623999633789062500e+02
4.126078278842693408e+02,1.779999237060546875e+02
4.131233122110867839e+02,1.819999847412109375e+02
4.136389076044669082e+02,1.945999908447265625e+02
4.141546140644097704e+02,1.811999969482421875e+02
4.146704315909153706e+02,1.531999969482421875e+02
4.151863601839836520e+02,1.525999908447265625e+02
4.157023998436147281e+02,1.693999633789062500e+02
4.162185505698084853e+02,1.909999694824218750e+02
4.167348123625649805e+02,1.715999145507812500e+02
4.172511852218842705e+02,1.673998870849609375e+02
4.177676691477661848e+02,1.707999267578125000e+02
4.182842641402108939e+02,1.897999572753906250e+02
4.188009701992183409e+02,2.013999633789062500e+02
4.193177873247884690e+02,2.143999481201171875e+02
4.198347155169212783e+02,2.045999450683593750e+02
4.203517547756168824e+02,2.041999664306640625e+02
4.208689051008752813e+02,2.205999145507812500e+02
4.213861664926963044e+02,2.005999145507812500e+02
4.219035389510801224e+02,2.063999023437500000e+02
4.224210224760266215e+02,2.389998779296875000e+02
4.229386170675358585e+02,2.561997985839843750e+02
4.234563227256078335e+02,2.915998840332031250e+02
4.239741394502425464e+02,3.057999267578125000e+02
4.244920672414399405e+02,3.177999267578125000e+02
4.250101060992001294e+02,2.919998779296875000e+02
4.255282560235229994e+02,3.343999328613281250e+02
4.260465170144086642e+02,3.521999816894531250e+02
4.265648890718570101e+02,3.436000366210937500e+02
4.270833721958680371e+02,3.776000976562500000e+02
4.276019663864418590e+02,4.189999389648437500e+02
4.281206716435783619e+02,4.645999450683593750e+02
4.286394879672776597e+02,5.182000732421875000e+02
4.291584153575396385e+02,4.981998901367187500e+02
4.296774538143643554e+02,5.611998291015625000e+02
4.301966033377518102e+02,6.207998657226562500e+02
4.307158639277020029e+02,6.541998291015625000e+02
4.312352355842148768e+02,7.133995361328125000e+02
4.317547183072905455e+02,7.849998168945312500e+02
4.322743120969288952e+02,8.365997314453125000e+02
4.327940169531299262e+02,8.574000854492187500e+02
4.333138328758938087e+02,9.010007324218750000e+02
