Wavelength,Intensity
3.525604756567333880e+02,6.000000000000000000e+00
3.530628541291488318e+02,6.000000000000000000e+00
3.535653436681270136e+02,6.000000000000000000e+00
3.540679442736678766e+02,0.000000000000000000e+00
3.545706559457714775e+02,0.000000000000000000e+00
3.550734786844378732e+02,0.000000000000000000e+00
3.555764124896668932e+02,0.000000000000000000e+00
3.560794573614587080e+02,0.000000000000000000e+00
3.565826132998132607e+02,0.000000000000000000e+00
3.570858803047304946e+02,0.000000000000000000e+00
3.575892583762104664e+02,0.000000000000000000e+00
3.580927475142531762e+02,0.000000000000000000e+00
3.585963477188586239e+02,0.000000000000000000e+00
3.591000589900268096e+02,0.000000000000000000e+00
3.596038813277576764e+02,0.000000000000000000e+00
3.601078147320513381e+02,0.000000000000000000e+00
3.606118592029076808e+02,0.000000000000000000e+00
3.611160147403267615e+02,0.000000000000000000e+00
3.616202813443085802e+02,0.000000000000000000e+00
3.621246590148531368e+02,0.000000000000000000e+00
3.626291477519604314e+02,0.000000000000000000e+00
3.631337475556304071e+02,0.000000000000000000e+00
3.636384584258631207e+02,0.000000000000000000e+00
3.641432803626585724e+02,0.000000000000000000e+00
3.646482133660167619e+02,0.000000000000000000e+00
3.651532574359376895e+02,2.000000000000000000e+00
3.656584125724212981e+02,2.000000000000000000e+00
3.661636787754677016e+02,2.000000000000000000e+00
3.666690560450767862e+02,3.000000000000000000e+00
3.671745443812486087e+02,2.000000000000000000e+00
3.676801437839831692e+02,5.000000000000000000e+00
3.681858542532804677e+02,1.100000000000000000e+01
3.686916757891405041e+02,1.000000000000000000e+01
3.691976083915632216e+02,1.300000000000000000e+01
3.697036520605486771e+02,1.400000000000000000e+01
3.702098067960968706e+02,1.300000000000000000e+01
3.707160725982078020e+02,1.400000000000000000e+01
3.712224494668814714e+02,1.400000000000000000e+01
3.717289374021178787e+02,1.200000000000000000e+01
3.722355364039169672e+02,1.200000000000000000e+01
3.727422464722787936e+02,1.100000000000000000e+01
3.732490676072034148e+02,1.100000000000000000e+01
3.737559998086907171e+02,9.000000000000000000e+00
3.742630430767407006e+02,5.000000000000000000e+00
3.747701974113534789e+02,4.000000000000000000e+00
3.752774628125289382e+02,4.000000000000000000e+00
3.757848392802671924e+02,6.000000000000000000e+00
3.762923268145681277e+02,1.100000000000000000e+01
3.767999254154318010e+02,9.000000000000000000e+00
3.773076350828581553e+02,7.000000000000000000e+00
3.778154558168473045e+02,6.000000000000000000e+00
3.783233876173991916e+02,2.000000000000000000e+00
3.788314304845137599e+02,2.000000000000000000e+00
3.793395844181910661e+02,0.000000000000000000e+00
3.798478494184311103e+02,2.000000000000000000e+00
3.803562254852338924e+02,2.000000000000000000e+00
3.808647126185993557e+02,2.000000000000000000e+00
3.813733108185276137e+02,2.000000000000000000e+00
3.818820200850185529e+02,2.000000000000000000e+00
3.823908404180722300e+02,2.000000000000000000e+00
3.828997718176887020e+02,1.000000000000000000e+00
3.834088142838678550e+02,0.000000000000000000e+00
3.839179678166096892e+02,0.000000000000000000e+00
3.844272324159143182e+02,0.000000000000000000e+00
3.849366080817816282e+02,0.000000000000000000e+00
3.854460948142116763e+02,0.000000000000000000e+00
3.859556926132044623e+02,0.000000000000000000e+00
3.864654014787599863e+02,0.000000000000000000e+00
3.869752214108782482e+02,0.000000000000000000e+00
3.874851524095591913e+02,0.000000000000000000e+00
3.879951944748029291e+02,0.000000000000000000e+00
3.885053476066093481e+02,0.000000000000000000e+00
3.890156118049785050e+02,0.000000000000000000e+00
3.895259870699103431e+02,0.000000000000000000e+00
3.900364734014050327e+02,0.000000000000000000e+00
3.905470707994623467e+02,0.000000000000000000e+00
3.910577792640823986e+02,0.000000000000000000e+00
3.915685987952651885e+02,0.000000000000000000e+00
3.920795293930107164e+02,0.000000000000000000e+00
3.925905710573190390e+02,0.000000000000000000e+00
3.931017237881899860e+02,0.000000000000000000e+00
3.936129875856237277e+02,0.000000000000000000e+00
3.941243624496201505e+02,0.000000000000000000e+00
3.946358483801793113e+02,0.000000000000000000e+00
3.951474453773012101e+02,0.000000000000000000e+00
3.956591534409858468e+02,2.000000000000000000e+00
3.961709725712332215e+02,2.000000000000000000e+00
3.966829027680432773e+02,6.000000000000000000e+00
3.971949440314160711e+02,8.000000000000000000e+00
3.977070963613516597e+02,1.000000000000000000e+01
3.982193597578499293e+02,1.000000000000000000e+01
3.987317342209109370e+02,1.200000000000000000e+01
3.992442197505346257e+02,1.400000000000000000e+01
3.997568163467211662e+02,1.000000000000000000e+01
4.002695240094702740e+02,5.000000000000000000e+00
4.007823427387822335e+02,3.000000000000000000e+00
4.012952725346568741e+02,2.000000000000000000e+00
4.018083133970942527e+02,0.000000000000000000e+00
4.023214653260943123e+02,0.000000000000000000e+00
4.028347283216571668e+02,0.000000000000000000e+00
4.033481023837827024e+02,0.000000000000000000e+00
4.038615875124710328e+02,0.000000000000000000e+00
4.043751837077220443e+02,0.000000000000000000e+00
4.048888909695357938e+02,0.000000000000000000e+00
4.054027092979122244e+02,0.000000000000000000e+00
4.059166386928514498e+02,0.000000000000000000e+00
4.064306791543533564e+02,0.000000000000000000e+00
4.069448306824180577e+02,2.000000000000000000e+00
4.074590932770454401e+02,3.000000000000000000e+00
4.079734669382355605e+02,3.000000000000000000e+00
4.084879516659883620e+02,1.000000000000000000e+00
4.090025474603039584e+02,0.000000000000000000e+00
4.095172543211822358e+02,0.000000000000000000e+00
4.100320722486233080e+02,1.000000000000000000e+00
4.105470012426270614e+02,3.000000000000000000e+00
4.110620413031935527e+02,4.000000000000000000e+00
4.115771924303227252e+02,5.000000000000000000e+00
4.120924546240147492e+02,9.000000000000000000e+00
4.126078278842693408e+02,9.000000000000000000e+00
4.131233122110867839e+02,9.000000000000000000e+00
4.136389076044669082e+02,8.000000000000000000e+00
4.141546140644097704e+02,7.000000000000000000e+00
4.146704315909153706e+02,6.000000000000000000e+00
4.151863601839836520e+02,5.000000000000000000e+00
4.157023998436147281e+02,6.000000000000000000e+00
4.162185505698084853e+02,5.000000000000000000e+00
4.167348123625649805e+02,0.000000000000000000e+00
4.172511852218842705e+02,0.000000000000000000e+00
